security_key,issuer_cik,issuer_cik_source,latest_project_ticker,structural_ambiguity_tier,ticker_like_exact_name_flag,membership_valid_from,membership_valid_to_exclusive,alias_valid_from,alias_valid_to_exclusive,authoritative_state_name,authoritative_name_source_layer,state_basis,full_normalized_alias,legal_core_alias,production_alias,alias_selection_reason,bare_ticker_qualification_source,matching_mode,policy_id,policy_sha256,bare_ticker_alias_flag
EPAM,0001352010,STAGE3I_RESOLVED_CIK,EPAM,MEDIUM,0,2021-12-14,2026-01-01,2021-12-14,2026-01-01,EPAM Systems,STAGE3I_MEMBERSHIP_NAME,STABLE,epam systems,epam systems,epam systems,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
EQIX,0001101239,STAGE3B2_CANDIDATE_CIK,EQIX,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Equinix Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,equinix inc,equinix,equinix inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
EQR,,,EQR,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Equity Residential,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,equity residential,equity residential,equity residential,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
EQT,0000033213,STAGE3B2_CANDIDATE_CIK,EQT,HIGH,1,2022-10-03,2026-01-01,2022-10-03,2026-01-01,EQT Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,eqt corp,eqt,eqt corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
ERIE,0000922621,STAGE3B2_CANDIDATE_CIK,ERIE,MEDIUM,0,2024-09-23,2026-01-01,2024-09-23,2026-01-01,Erie Indemnity Co,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,erie indemnity co,erie indemnity,erie indemnity,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
ES,0000072741,STAGE3B2_CANDIDATE_CIK,ES,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Eversource Energy,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,eversource energy,eversource energy,eversource energy,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
ESS,0000920522,STAGE3B2_CANDIDATE_CIK,ESS,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Essex Property Trust Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,essex property trust inc,essex property trust,essex property trust,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
ETN,0001551182,STAGE3B2_CANDIDATE_CIK,ETN,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Eaton Corp PLC,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,eaton corp plc,eaton,eaton corp plc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
ETR,0000065984,STAGE3B2_CANDIDATE_CIK,ETR,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Entergy Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,entergy corp,entergy,entergy corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
ETSY,0001370637,STAGE3I_RESOLVED_CIK,ETSY,HIGH,1,2021-01-01,2024-09-23,2021-01-01,2024-09-23,Etsy,STAGE3I_MEMBERSHIP_NAME,STABLE,etsy,etsy,etsy inc,QUALIFIED_FULL_AUTHORITATIVE_NAME_BARE_TICKER_CONTROL,SEC_CURRENT_FILER_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
EVRG,0001711269,STAGE3B2_CANDIDATE_CIK,EVRG,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Evergy Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,evergy inc,evergy,evergy inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
EW,0001099800,STAGE3B2_CANDIDATE_CIK,EW,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Edwards Lifesciences Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,edwards lifesciences corp,edwards lifesciences,edwards lifesciences,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
EXC,0001109357,STAGE3B2_CANDIDATE_CIK,EXC,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Exelon Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,exelon corp,exelon,exelon corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
EXE,0000895126,STAGE3G_SAMPLE_CIK,EXE,MEDIUM,0,2025-03-24,2026-01-01,2025-03-24,2026-01-01,Expand Energy Corporation,STAGE3G_AUTHORITATIVE_SAMPLE_NAME,STABLE,expand energy corporation,expand energy,expand energy,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
EXPD,0000746515,STAGE3B2_CANDIDATE_CIK,EXPD,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Expeditors International of Washington Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,expeditors international of washington inc,expeditors international of washington,expeditors international of washington,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
EXPE,0001324424,STAGE3B2_CANDIDATE_CIK,EXPE,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Expedia Group Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,expedia group inc,expedia group,expedia group,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
EXR,0001289490,STAGE3B2_CANDIDATE_CIK,EXR,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Extra Space Storage Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,extra space storage inc,extra space storage,extra space storage,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
F,0000037996,STAGE3B2_CANDIDATE_CIK,F,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Ford Motor Co,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,ford motor co,ford motor,ford motor,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FANG,0001539838,STAGE3B2_CANDIDATE_CIK,FANG,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Diamondback Energy Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,diamondback energy inc,diamondback energy,diamondback energy,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FAST,0000815556,STAGE3B2_CANDIDATE_CIK,FAST,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Fastenal Co,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,fastenal co,fastenal,fastenal co,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FBHS,0001519751,STAGE3I_RESOLVED_CIK,FBHS,LOW,0,2021-01-01,2022-12-19,2021-01-01,2022-12-15,"Fortune Brands Home & Security, Inc.",STAGE3I_MEMBERSHIP_NAME,STAGE3I_KNOWN_PRIMARY_EVENT,fortune brands home and security inc,fortune brands home and security,fortune brands home and security,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FBHS,0001519751,STAGE3I_RESOLVED_CIK,FBHS,LOW,0,2021-01-01,2022-12-19,2022-12-15,2022-12-19,"Fortune Brands Innovations, Inc.",STAGE3I_MEMBERSHIP_NAME,POST_TRANSITION,fortune brands innovations inc,fortune brands innovations,fortune brands innovations,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FCX,0000831259,STAGE3B2_CANDIDATE_CIK,FCX,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Freeport-McMoRan Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,freeport mcmoran inc,freeport mcmoran,freeport mcmoran,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FDS,0001013237,STAGE3B2_CANDIDATE_CIK,FDS,LOW,0,2021-12-20,2026-01-01,2021-12-20,2026-01-01,FactSet Research Systems Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,factset research systems inc,factset research systems,factset research systems,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FDX,0001048911,STAGE3B2_CANDIDATE_CIK,FDX,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,FedEx Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,fedex corp,fedex,fedex corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FE,0001031296,STAGE3B2_CANDIDATE_CIK,FE,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,FirstEnergy Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,firstenergy corp,firstenergy,firstenergy corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FFIV,0001048695,STAGE3B2_CANDIDATE_CIK,FFIV,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2021-11-12,F5 NETWORKS,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STAGE3D_AUTHORITATIVE_RENAME,f5 networks,f5 networks,f5 networks,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FFIV,0001048695,STAGE3B2_CANDIDATE_CIK,FFIV,HIGH,0,2021-01-01,2026-01-01,2021-11-12,2026-01-01,F5,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,POST_TRANSITION,f5,f5,f5,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FICO,0000814547,STAGE3B2_CANDIDATE_CIK,FICO,LOW,0,2023-03-20,2026-01-01,2023-03-20,2026-01-01,Fair Isaac Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,fair isaac corp,fair isaac,fair isaac,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FIS,0001136893,STAGE3B2_CANDIDATE_CIK,FIS,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Fidelity National Information Services Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,fidelity national information services inc,fidelity national information services,fidelity national information services,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FISV,0000798354,STAGE3B2_CANDIDATE_CIK,FISV,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Fiserv Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,fiserv inc,fiserv,fiserv inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FITB,0000035527,STAGE3B2_CANDIDATE_CIK,FITB,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Fifth Third Bancorp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,fifth third bancorp,fifth third bancorp,fifth third bancorp,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FIX,0001035983,STAGE3B2_CANDIDATE_CIK,FIX,LOW,0,2025-12-22,2026-01-01,2025-12-22,2026-01-01,Comfort Systems USA Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,comfort systems usa inc,comfort systems usa,comfort systems usa,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FLIR,0000354908,STAGE3I_RESOLVED_CIK,FLIR,MEDIUM,0,2021-01-01,2021-05-14,2021-01-01,2021-05-14,FLIR Systems,STAGE3I_MEMBERSHIP_NAME,STABLE,flir systems,flir systems,flir systems,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FLS,0000030625,STAGE3I_RESOLVED_CIK,FLS,HIGH,0,2021-01-01,2021-03-22,2021-01-01,2021-03-22,Flowserve,STAGE3I_MEMBERSHIP_NAME,STABLE,flowserve,flowserve,flowserve,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FMC,0000037785,STAGE3I_RESOLVED_CIK,FMC,HIGH,1,2021-01-01,2025-03-24,2021-01-01,2025-03-24,FMC,STAGE3I_MEMBERSHIP_NAME,STABLE,fmc,fmc,fmc corp,QUALIFIED_FULL_AUTHORITATIVE_NAME_BARE_TICKER_CONTROL,SEC_CURRENT_FILER_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FOX,0001754301,STAGE3B2_CANDIDATE_CIK,FOX,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Fox Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,fox corp,fox,fox corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FOXA,0001754301,STAGE3B2_CANDIDATE_CIK,FOXA,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Fox Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,fox corp,fox,fox corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FRC,0001132979,STAGE3I_RESOLVED_CIK,FRC,LOW,0,2021-01-01,2023-05-04,2021-01-01,2023-05-04,First Republic Bank,STAGE3I_MEMBERSHIP_NAME,STABLE,first republic bank,first republic bank,first republic bank,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FRT,0000034903,STAGE3B2_CANDIDATE_CIK,FRT,LOW,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Federal Realty Investment Trust,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,federal realty investment trust,federal realty investment trust,federal realty investment trust,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FSLR,0001274494,STAGE3B2_CANDIDATE_CIK,FSLR,MEDIUM,0,2022-12-19,2026-01-01,2022-12-19,2026-01-01,First Solar Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,first solar inc,first solar,first solar,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FTI,0001681459,STAGE3I_RESOLVED_CIK,FTI,HIGH,0,2021-01-01,2021-02-12,2021-01-01,2021-02-12,TechnipFMC,STAGE3I_MEMBERSHIP_NAME,STABLE,technipfmc,technipfmc,technipfmc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FTNT,0001262039,STAGE3B2_CANDIDATE_CIK,FTNT,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Fortinet Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,fortinet inc,fortinet,fortinet inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FTRE,0001965040,STAGE3I_RESOLVED_CIK,FTRE,HIGH,0,2023-07-03,2023-07-06,2023-07-03,2023-07-06,Fortrea Holdings,STAGE3I_MEMBERSHIP_NAME,STABLE,fortrea holdings,fortrea holdings,fortrea holdings,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
FTV,0001659166,STAGE3B2_CANDIDATE_CIK,FTV,HIGH,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,Fortive Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,fortive corp,fortive,fortive corp,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
GD,0000040533,STAGE3B2_CANDIDATE_CIK,GD,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,General Dynamics Corp,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,general dynamics corp,general dynamics,general dynamics,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
GDDY,0001609711,STAGE3B2_CANDIDATE_CIK,GDDY,HIGH,0,2024-06-24,2026-01-01,2024-06-24,2026-01-01,GoDaddy Inc,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,godaddy inc,godaddy,godaddy inc,FULL_AUTHORITATIVE_NAME_PRECISION_CONTROL,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
GE,0000040545,STAGE3B2_CANDIDATE_CIK,GE,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2026-01-01,General Electric Co,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STABLE,general electric co,general electric,general electric,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
GEHC,0001932393,STAGE3G_SAMPLE_CIK,GEHC,LOW,0,2023-01-04,2026-01-01,2023-01-04,2026-01-01,GE HealthCare Technologies Inc.,STAGE3G_AUTHORITATIVE_SAMPLE_NAME,STABLE,ge healthcare technologies inc,ge healthcare technologies,ge healthcare technologies,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
GEN,0000849399,STAGE3B2_CANDIDATE_CIK,GEN,MEDIUM,0,2021-01-01,2026-01-01,2021-01-01,2022-11-08,NORTONLIFELOCK,LATEST_IN_MEMBERSHIP_SEC_NPORT_NAME,STAGE3D_AUTHORITATIVE_RENAME,nortonlifelock,nortonlifelock,nortonlifelock,CONSERVATIVE_LEGAL_CORE,STATE_NAME,EXACT_NORMALIZED_GKG_ORGANIZATION,H3_PIT_ATTENTION_ALIAS_POLICY_V5,c18b1ce9c421f52afb3d0d2ea85fe4e1e4f282fa5d14a85cefd9ccf21da2bb40,0
